,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,Year,HomeYear,AwayYear,LeagueYear,B365J,B365HNorm,B365DNorm,B365ANorm,Favored,Unfavored,Homepts,Awaypts,Win,Draw,WinStreak,UndefStreak
0,E0,14/08/10,Bolton,Fulham,0,0,0.45454545454545453,0.30303030303030304,0.29411764705882354,1011,Bolton1011,Fulham1011,E01011,0.051693404634581164,0.43220338983050843,0.288135593220339,0.2796610169491525,Bolton,Sunderland,1,1,0,1,0,0
1,E0,22/08/10,Fulham,Man United,2,2,0.16666666666666666,0.25,0.6369426751592356,1011,Fulham1011,Man United1011,E01011,0.05360934182590227,0.15818639798488665,0.23727959697732998,0.6045340050377834,Birmingham,Stoke,1,1,0,1,0,1
2,E0,28/08/10,Blackpool,Fulham,2,2,0.3125,0.3076923076923077,0.4347826086956522,1011,Blackpool1011,Fulham1011,E01011,0.054974916387959816,0.29621557360808404,0.2916584109371904,0.41212601545472566,Man United,Wigan,1,1,0,1,0,2
3,E0,11/09/10,Fulham,Wolves,2,1,0.5464480874316939,0.2857142857142857,0.2222222222222222,1011,Fulham1011,Wolves1011,E01011,0.05438459536820184,0.5182625863770978,0.27097729516288255,0.21076011846001974,Wolves,Hull,3,0,1,0,0,3
4,E0,18/09/10,Blackburn,Fulham,1,1,0.5,0.30303030303030304,0.25,1011,Blackburn1011,Fulham1011,E01011,0.05303030303030298,0.47482014388489213,0.2877697841726619,0.23741007194244607,Sunderland,Hull,1,1,0,1,1,4
5,E0,25/09/10,Fulham,Everton,0,0,0.36363636363636365,0.3125,0.3802281368821293,1011,Fulham1011,Everton1011,E01011,0.056364500518492955,0.3442337975744933,0.2958259197905802,0.3599402826349265,Everton,Blackburn,1,1,0,1,0,5
6,E0,02/10/10,West Ham,Fulham,1,1,0.4444444444444444,0.3076923076923077,0.30303030303030304,1011,West Ham1011,Fulham1011,E01011,0.05516705516705511,0.4212076583210604,0.2916053019145803,0.2871870397643594,Man City,West Ham,1,1,0,1,0,6
7,E0,16/10/10,Fulham,Tottenham,1,2,0.3472222222222222,0.3076923076923077,0.4,1011,Fulham1011,Tottenham1011,E01011,0.05491452991452994,0.32914725541827017,0.29167510633988253,0.3791776382418473,Everton,Stoke,0,3,0,0,0,7
8,E0,23/10/10,West Brom,Fulham,2,1,0.45454545454545453,0.3076923076923077,0.29411764705882354,1011,West Brom1011,Fulham1011,E01011,0.05635540929658589,0.43029595015576316,0.29127725856697817,0.27842679127725856,Man City,Wigan,3,0,0,0,0,0
9,E0,30/10/10,Fulham,Wigan,2,0,0.5235602094240838,0.29411764705882354,0.23809523809523808,1011,Fulham1011,Wigan1011,E01011,0.05577309457814539,0.4959022086400889,0.2785803583831088,0.22551743297680232,Man United,Liverpool,3,0,1,0,0,0
10,E0,06/11/10,Fulham,Aston Villa,1,1,0.45454545454545453,0.3076923076923077,0.29411764705882354,1011,Fulham1011,Aston Villa1011,E01011,0.05635540929658589,0.43029595015576316,0.29127725856697817,0.27842679127725856,Sunderland,West Ham,1,1,0,1,1,1
11,E0,10/11/10,Chelsea,Fulham,1,0,0.8333333333333334,0.15384615384615385,0.06666666666666667,1011,Chelsea1011,Fulham1011,E01011,0.05384615384615388,0.7907542579075426,0.14598540145985403,0.0632603406326034,Stoke,Hull,3,0,0,0,0,2
12,E0,13/11/10,Newcastle,Fulham,0,0,0.5235602094240838,0.29411764705882354,0.23809523809523808,1011,Newcastle1011,Fulham1011,E01011,0.05577309457814539,0.4959022086400889,0.2785803583831088,0.22551743297680232,Man United,Everton,1,1,0,1,0,0
