,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,Year,HomeYear,AwayYear,LeagueYear,B365J,B365HNorm,B365DNorm,B365ANorm,Favored,Unfavored,Homepts,Awaypts,Win,Draw,WinStreak,UndefStreak
0,E0,14/08/10,Blackburn,Everton,1,0,0.3472222222222222,0.3076923076923077,0.4,1011,Blackburn1011,Everton1011,E01011,0.05491452991452994,0.32914725541827017,0.29167510633988253,0.3791776382418473,Man City,Blackburn,3,0,0,0,0,0
1,E0,21/08/10,Everton,Wolves,1,1,0.6666666666666666,0.25,0.14285714285714285,1011,Everton1011,Wolves1011,E01011,0.059523809523809534,0.6292134831460674,0.23595505617977527,0.1348314606741573,Birmingham,Portsmouth,1,1,0,1,0,0
2,E0,29/08/10,Aston Villa,Everton,1,0,0.4,0.3076923076923077,0.3472222222222222,1011,Aston Villa1011,Everton1011,E01011,0.05491452991452994,0.3791776382418473,0.29167510633988253,0.32914725541827017,Blackburn,West Ham,3,0,0,0,0,1
3,E0,11/09/10,Everton,Man United,3,3,0.23809523809523808,0.29411764705882354,0.5235602094240838,1011,Everton1011,Man United1011,E01011,0.05577309457814539,0.22551743297680232,0.2785803583831088,0.4959022086400889,Tottenham,Birmingham,1,1,0,1,0,0
4,E0,18/09/10,Everton,Newcastle,0,1,0.6172839506172839,0.26666666666666666,0.16666666666666666,1011,Everton1011,Newcastle1011,E01011,0.050617283950617376,0.5875440658049352,0.25381903642773207,0.15863689776733253,Man United,Tottenham,0,3,0,0,0,1
5,E0,25/09/10,Fulham,Everton,0,0,0.36363636363636365,0.3125,0.3802281368821293,1011,Fulham1011,Everton1011,E01011,0.056364500518492955,0.3442337975744933,0.2958259197905802,0.3599402826349265,Everton,Blackburn,1,1,0,1,0,0
6,E0,02/10/10,Birmingham,Everton,0,2,0.3472222222222222,0.3225806451612903,0.3802281368821293,1011,Birmingham1011,Everton1011,E01011,0.050031004265641776,0.33067806646819764,0.30721059078335783,0.3621113427484446,Everton,Portsmouth,0,3,1,0,0,1
7,E0,17/10/10,Everton,Liverpool,2,0,0.4166666666666667,0.3076923076923077,0.3333333333333333,1011,Everton1011,Liverpool1011,E01011,0.05769230769230771,0.393939393939394,0.2909090909090909,0.3151515151515151,Everton,Wolves,3,0,1,0,1,2
8,E0,23/10/10,Tottenham,Everton,1,1,0.47619047619047616,0.3076923076923077,0.26666666666666666,1011,Tottenham1011,Everton1011,E01011,0.05054945054945059,0.4532775453277545,0.2928870292887029,0.25383542538354253,Blackburn,Burnley,1,1,0,1,2,3
9,E0,30/10/10,Everton,Stoke,1,0,0.6369426751592356,0.26666666666666666,0.15384615384615385,1011,Everton1011,Stoke1011,E01011,0.05745549567205632,0.6023352072650892,0.25217767344165065,0.14548711929326003,Bolton,Everton,3,0,1,0,0,4
10,E0,06/11/10,Blackpool,Everton,2,2,0.2222222222222222,0.2777777777777778,0.5555555555555556,1011,Blackpool1011,Everton1011,E01011,0.05555555555555558,0.21052631578947367,0.2631578947368421,0.5263157894736842,Portsmouth,Wigan,1,1,0,1,1,5
11,E0,10/11/10,Everton,Bolton,1,1,0.6172839506172839,0.26666666666666666,0.16666666666666666,1011,Everton1011,Bolton1011,E01011,0.050617283950617376,0.5875440658049352,0.25381903642773207,0.15863689776733253,West Ham,Everton,1,1,0,1,0,6
12,E0,14/11/10,Everton,Arsenal,1,2,0.29411764705882354,0.30303030303030304,0.45454545454545453,1011,Everton1011,Arsenal1011,E01011,0.051693404634581164,0.2796610169491525,0.288135593220339,0.43220338983050843,Aston Villa,Tottenham,0,3,0,0,0,7
13,E0,22/11/10,Sunderland,Everton,2,2,0.3846153846153846,0.3125,0.35714285714285715,1011,Sunderland1011,Everton1011,E01011,0.05425824175824179,0.3648208469055374,0.29641693811074915,0.33876221498371334,Arsenal,Stoke,1,1,0,1,0,0
14,E0,27/11/10,Everton,West Brom,1,4,0.6369426751592356,0.2631578947368421,0.15384615384615385,1011,Everton1011,West Brom1011,E01011,0.05394672374223175,0.6043404859191113,0.24968804286658017,0.14597147121430842,Chelsea,Man City,0,3,0,0,0,1
15,E0,04/12/10,Chelsea,Everton,1,1,0.7352941176470588,0.21052631578947367,0.1111111111111111,1011,Chelsea1011,Everton1011,E01011,0.05693154454764349,0.6956875508543532,0.19918633034987795,0.10512611879576893,Blackburn,Hull,1,1,0,1,0,0
16,E0,11/12/10,Everton,Wigan,0,0,0.7142857142857143,0.2222222222222222,0.1111111111111111,1011,Everton1011,Wigan1011,E01011,0.04761904761904767,0.6818181818181818,0.2121212121212121,0.10606060606060605,Bolton,West Ham,1,1,0,1,0,1
17,E0,20/12/10,Man City,Everton,1,2,0.5780346820809249,0.2777777777777778,0.2,1011,Man City1011,Everton1011,E01011,0.055812459858702645,0.5474785570898474,0.26309386215706554,0.1894275807530872,Man City,Sunderland,0,3,1,0,0,2
18,E0,28/12/10,West Ham,Everton,1,1,0.29411764705882354,0.3125,0.4444444444444444,1011,West Ham1011,Everton1011,E01011,0.051062091503268014,0.27982899339292655,0.29731830547998445,0.42285270112708895,Blackburn,Sunderland,1,1,0,1,1,3
19,E0,01/01/11,Stoke,Everton,2,0,0.3802281368821293,0.3125,0.36363636363636365,1011,Stoke1011,Everton1011,E01011,0.056364500518492955,0.3599402826349265,0.2958259197905802,0.3442337975744933,Bolton,Hull,3,0,0,0,0,4
20,E0,05/01/11,Everton,Tottenham,2,1,0.3802281368821293,0.3076923076923077,0.36363636363636365,1011,Everton1011,Tottenham1011,E01011,0.051556808210800664,0.36158592090624053,0.2926064529179731,0.34580762617578636,Blackburn,Fulham,3,0,1,0,0,0
21,E0,16/01/11,Liverpool,Everton,2,2,0.45454545454545453,0.3125,0.2857142857142857,1011,Liverpool1011,Everton1011,E01011,0.05275974025974017,0.4317656129529684,0.2968388589051658,0.27139552814186585,Chelsea,Birmingham,1,1,0,1,1,1
22,E0,22/01/11,Everton,West Ham,2,2,0.6666666666666666,0.25,0.13333333333333333,1011,Everton1011,West Ham1011,E01011,0.050000000000000044,0.6349206349206349,0.23809523809523808,0.12698412698412698,Liverpool,Bolton,1,1,0,1,0,2
23,E0,01/02/11,Arsenal,Everton,2,1,0.7142857142857143,0.2222222222222222,0.11764705882352941,1011,Arsenal1011,Everton1011,E01011,0.05415499533146595,0.6775907883082374,0.21080602302922938,0.11160318866253321,Man City,Hull,3,0,0,0,0,3
24,E0,05/02/11,Everton,Blackpool,5,3,0.6944444444444444,0.2222222222222222,0.14285714285714285,1011,Everton1011,Blackpool1011,E01011,0.059523809523809534,0.6554307116104868,0.2097378277153558,0.1348314606741573,Wigan,Stoke,3,0,1,0,0,0
25,E0,13/02/11,Bolton,Everton,2,0,0.36363636363636365,0.3076923076923077,0.3846153846153846,1011,Bolton1011,Everton1011,E01011,0.055944055944055826,0.34437086092715236,0.29139072847682124,0.3642384105960265,Man City,Liverpool,3,0,0,0,1,1
26,E0,26/02/11,Everton,Sunderland,2,0,0.5780346820809249,0.2777777777777778,0.2,1011,Everton1011,Sunderland1011,E01011,0.055812459858702645,0.5474785570898474,0.26309386215706554,0.1894275807530872,Arsenal,Stoke,3,0,1,0,0,0
27,E0,05/03/11,Newcastle,Everton,1,2,0.3846153846153846,0.3125,0.35714285714285715,1011,Newcastle1011,Everton1011,E01011,0.05425824175824179,0.3648208469055374,0.29641693811074915,0.33876221498371334,Bolton,Wigan,0,3,1,0,1,1
28,E0,09/03/11,Everton,Birmingham,1,1,0.6535947712418301,0.25,0.15384615384615385,1011,Everton1011,Birmingham1011,E01011,0.05744092508798393,0.6180910495661476,0.23641982645905146,0.1454891239748009,Tottenham,Blackburn,1,1,0,1,2,2
29,E0,19/03/11,Everton,Fulham,2,1,0.5,0.3076923076923077,0.25,1011,Everton1011,Fulham1011,E01011,0.05769230769230771,0.4727272727272727,0.2909090909090909,0.23636363636363636,Liverpool,Portsmouth,3,0,1,0,0,3
30,E0,02/04/11,Everton,Aston Villa,2,2,0.5464480874316939,0.2777777777777778,0.23094688221709006,1011,Everton1011,Aston Villa1011,E01011,0.05517274742656175,0.517875474669351,0.2632533662902535,0.2188711590403955,Man City,Fulham,1,1,0,1,1,4
31,E0,09/04/11,Wolves,Everton,0,3,0.3846153846153846,0.3076923076923077,0.35714285714285715,1011,Wolves1011,Everton1011,E01011,0.0494505494505495,0.3664921465968586,0.2931937172774869,0.3403141361256544,Burnley,Blackburn,0,3,1,0,0,5
32,E0,16/04/11,Everton,Blackburn,2,0,0.5988023952095809,0.26666666666666666,0.18181818181818182,1011,Everton1011,Blackburn1011,E01011,0.04728724369442938,0.5717651950932151,0.2546261002148451,0.17360870469193984,Man United,Chelsea,3,0,1,0,1,6
33,E0,23/04/11,Man United,Everton,1,0,0.6944444444444444,0.23094688221709006,0.13333333333333333,1011,Man United1011,Everton1011,E01011,0.05872465999486787,0.6559254456657416,0.21813686876643598,0.1259376855678224,Man City,Birmingham,3,0,0,0,2,7
34,E0,30/04/11,Wigan,Everton,1,1,0.35714285714285715,0.3076923076923077,0.3846153846153846,1011,Wigan1011,Everton1011,E01011,0.0494505494505495,0.3403141361256544,0.2931937172774869,0.3664921465968586,Aston Villa,Portsmouth,1,1,0,1,0,0
35,E0,07/05/11,Everton,Man City,2,1,0.37037037037037035,0.3125,0.37037037037037035,1011,Everton1011,Man City1011,E01011,0.0532407407407407,0.3516483516483516,0.2967032967032967,0.3516483516483516,Man United,Tottenham,3,0,1,0,0,1
36,E0,14/05/11,West Brom,Everton,1,0,0.3802281368821293,0.3076923076923077,0.36363636363636365,1011,West Brom1011,Everton1011,E01011,0.051556808210800664,0.36158592090624053,0.2926064529179731,0.34580762617578636,Fulham,West Ham,3,0,0,0,1,2
37,E0,22/05/11,Everton,Chelsea,1,0,0.3225806451612903,0.3076923076923077,0.42016806722689076,1011,Everton1011,Chelsea1011,E01011,0.050441020080488785,0.30709067810068286,0.2929172621883437,0.39999205971097346,Bolton,Birmingham,3,0,1,0,0,0
